---,StarNameFString,CatalogFString,StarNumberInt,RightAscenstion,Declination,ProperMotionInRightAscension,ProperMotionInDeclination,Parallax,RadialVelocity,OptionalVisualMagnitude
HR7348,Alp Sgr,BSC,0,290.9717,-40.6161,0.03,-0.123,,-1,3.97
HR3438,Bet Pyx,BSC,0,130.0258,-35.3083,0.012,-0.022,0.018,-13,3.97
HR8892,98    Aqr,BSC,0,350.7425,-20.1006,-0.12,-0.096,0.036,-7,3.97
HR6714,67    Oph,BSC,0,270.1613,2.9317,0.002,-0.008,-0.002,-4,3.97
HR2012,32Nu  Aur,BSC,0,87.8725,39.1486,-0.005,0.007,0.017,10,3.97
HR3579,,BSC,0,135.16,41.7828,-0.44,-0.246,0.07,26,3.97
HR2803,Del Vol,BSC,0,109.2075,-67.9572,-0.007,0.005,0.004,23,3.98
HR2227,5Gam Mon,BSC,0,93.7138,-6.2747,-0.008,-0.019,0.013,-5,3.98
HR7751,32    Cyg,BSC,0,303.8679,47.7144,0.001,0.008,0.014,-14,3.98
HR580,50    Cas,BSC,0,30.8587,72.4214,-0.045,0.022,,-14,3.98
HR8848,Gam Tuc,BSC,0,349.3575,-58.2358,-0.029,0.079,0.043,18,3.99
HR4102,,BSC,0,156.0988,-74.0317,-0.021,-0.026,0.086,-4,4
HR3615,Alp Vol,BSC,0,135.6117,-66.3961,-0.002,-0.096,0.051,5,4
HR868,,BSC,0,43.4704,-49.8903,0.135,0.014,0.013,60,4
HR5471,,BSC,0,220.49,-37.7936,-0.023,-0.032,,1,4
HR585,59Ups Cet,BSC,0,30.0012,-21.0778,0.135,-0.024,0.007,18,4
HR6982,Zet Pav,BSC,0,280.7588,-71.4281,-0.005,-0.156,0.035,-16,4.01
HR7337,Bet1Sgr,BSC,0,290.6596,-44.4589,0.009,-0.02,,-11,4.01
HR3518,Gam Pyx,BSC,0,132.6329,-27.71,-0.13,0.087,0.033,25,4.01
HR6027,14Nu  Sco,BSC,0,242.9987,-19.4606,-0.01,-0.023,0.03,2,4.01
HR8679,71Tau2Aqr,BSC,0,342.3979,-13.5925,-0.012,-0.038,0.021,1,4.01
HR9072,28Ome Psc,BSC,0,359.8279,6.8633,0.153,-0.115,0.018,2,4.01
HR7834,41    Cyg,BSC,0,307.3488,30.3686,0.007,0,0.014,-18,4.01
HR664,9Gam Tri,BSC,0,34.3288,33.8472,0.047,-0.051,0.039,14,4.01
HR5062,80    UMa,BSC,0,201.3062,54.9881,0.118,-0.016,0.045,-9,4.01
HR5986,13The Dra,BSC,0,240.4721,58.5653,-0.32,0.335,0.051,-9,4.01
HR6072,Gam2Nor,BSC,0,244.96,-50.1556,-0.155,-0.053,0.044,-29,4.02
HR4623,1Alp Crv,BSC,0,182.1033,-24.7289,0.086,-0.04,0.07,4,4.02
HR7193,12    Aql,BSC,0,285.42,-5.7389,-0.019,-0.033,0.021,-44,4.02
HR1520,57Mu  Eri,BSC,0,71.3754,-3.2547,0.016,-0.013,,9,4.02
HR8597,62Eta Aqr,BSC,0,338.8392,-0.1175,0.091,-0.056,0.025,-8,4.02
HR7176,13Eps Aql,BSC,0,284.9058,15.0683,-0.051,-0.073,0.028,-48,4.02
HR3475,48Iot Cnc,BSC,0,131.6742,28.76,-0.025,-0.042,0.017,16,4.02
HR8252,73Rho Cyg,BSC,0,323.4954,45.5919,-0.023,-0.094,0.002,7,4.02
HR4898,Mu 1Cru,BSC,0,193.6483,-57.1778,-0.033,-0.006,,14,4.03
HR6752,70    Oph,BSC,0,271.3637,2.4994,0.266,-1.093,0.201,-7,4.03
HR4517,3Nu  Vir,BSC,0,176.465,6.5294,-0.018,-0.184,0.014,51,4.03
HR7852,2Eps Del,BSC,0,308.3033,11.3033,0.013,-0.022,0.025,-19,4.03
HR1603,10Bet Cam,BSC,0,75.8546,60.4422,-0.006,-0.016,0.009,-2,4.03
HR4679,Zet Cru,BSC,0,184.6087,-64.0031,-0.05,-0.01,,16,4.04
HR1298,38Omi1Eri,BSC,0,62.9663,-6.8375,0.01,0.082,0.033,11,4.04
HR1228,46Xi  Per,BSC,0,59.7412,35.7911,0.002,0,-0.004,70,4.04
HR7157,13    Lyr,BSC,0,283.8337,43.9461,0.023,0.083,0,-28,4.04
HR1273,48    Per,BSC,0,62.1654,47.7125,0.021,-0.03,0.02,1,4.04
HR5453,Rho Lup,BSC,0,219.4717,-49.4258,-0.024,-0.031,,8,4.05
HR5626,Lam Lup,BSC,0,227.2108,-45.2797,-0.016,-0.019,0.012,10,4.05
HR5367,Psi Cen,BSC,0,215.1392,-37.8853,-0.063,-0.012,0.003,-5,4.05
HR5485,,BSC,0,220.9142,-35.1736,-0.064,-0.18,0.014,-38,4.05
HR4386,77Sig Leo,BSC,0,170.2842,6.0294,-0.092,-0.012,0.001,-5,4.05
HR937,Iot Per,BSC,0,47.2667,49.6133,1.263,-0.091,0.084,50,4.05
HR5404,23The Boo,BSC,0,216.2992,51.8508,-0.236,-0.397,0.072,-11,4.05
HR6295,Eps1Ara,BSC,0,254.8963,-53.1606,0.004,0.017,0.005,23,4.06
HR215,34Zet And,BSC,0,11.8346,24.2672,-0.1,-0.083,0.037,-24,4.06
HR2905,69Ups Gem,BSC,0,113.9804,26.8958,-0.034,-0.106,0.014,-21,4.06
HR3318,Alp Cha,BSC,0,124.6317,-76.9197,0.11,0.108,0.053,-14,4.07
HR5670,Bet Cir,BSC,0,229.3783,-58.8011,-0.1,-0.137,0.053,10,4.07
HR3477,,BSC,0,131.1,-42.6492,-0.012,0.018,0.051,-2,4.07
HR8075,23The Cap,BSC,0,316.4867,-17.2328,0.083,-0.06,0.017,-11,4.07
HR2574,14The CMa,BSC,0,103.5475,-12.0386,-0.137,-0.013,0.022,97,4.07
HR779,82Del Cet,BSC,0,39.8708,0.3286,0.014,-0.004,0.001,13,4.07
HR1580,9Omi2Ori,BSC,0,74.0929,13.5144,-0.074,-0.047,0.019,1,4.07
HR5200,5Ups Boo,BSC,0,207.3692,15.7978,-0.095,0.042,0.011,-6,4.07
HR496,Phi Per,BSC,0,25.915,50.6886,0.026,-0.014,0.025,1,4.07
HR3825,,BSC,0,143.6113,-59.2294,-0.012,0.014,,22,4.08
HR4287,7Alp Crt,BSC,0,164.9438,-18.2989,-0.46,0.13,0.031,47,4.08
HR4405,15Gam Crt,BSC,0,171.2204,-17.6839,-0.098,0.004,0.028,1,4.08
HR5338,99Iot Vir,BSC,0,214.0038,-6.0006,-0.004,-0.432,0.043,12,4.08
HR8173,1    Peg,BSC,0,320.5217,19.8044,0.106,0.064,0.014,-76,4.08
HR8316,Mu  Cep,BSC,0,325.8767,58.78,0.003,-0.003,0.003,19,4.08
HR705,Del Hyi,BSC,0,35.4371,-68.6594,-0.05,0.002,0.05,6,4.09
HR919,11Tau3Eri,BSC,0,45.5979,-23.6244,-0.145,-0.054,0.059,-10,4.09
HR1907,40Phi2Ori,BSC,0,84.2262,9.2906,0.091,-0.305,0.03,99,4.09
HR5879,35Kap Ser,BSC,0,237.185,18.1417,-0.051,-0.088,0.021,-39,4.09
HR458,50Ups And,BSC,0,24.1992,41.4056,-0.171,-0.382,0.062,-28,4.09
HR4174,Gam Cha,BSC,0,158.8671,-78.6078,-0.042,0.014,0.009,-22,4.11
HR806,Eps Hyi,BSC,0,39.8975,-68.2669,0.086,-0.002,,6,4.11
HR4671,Eps Mus,BSC,0,184.3921,-67.9608,-0.244,-0.025,0.046,7,4.11
HR5771,Eps TrA,BSC,0,234.18,-66.3169,0.023,-0.055,0.038,-16,4.11
HR4522,,BSC,0,176.6283,-61.1783,-0.027,-0.015,0.011,-3,4.11
HR3055,,BSC,0,117.3096,-46.3733,0,0.006,,24,4.11
HR8560,Del2Gru,BSC,0,337.4396,-43.7494,-0.007,0,-0.005,2,4.11
HR794,Iot Eri,BSC,0,40.1667,-39.8556,0.138,-0.032,0.038,-9,4.11
HR7259,Bet CrA,BSC,0,287.5071,-39.3408,0.003,-0.038,0.016,3,4.11
HR7254,Alp CrA,BSC,0,287.3679,-37.9044,0.084,-0.098,0.036,-18,4.11
HR7980,18Ome Cap,BSC,0,312.9554,-26.9192,-0.006,-0.001,0.001,9,4.11
HR1066,5    Tau,BSC,0,52.7183,12.9367,0.02,-0.002,-0.012,15,4.11
HR8747,Zet Gru,BSC,0,345.22,-52.7542,-0.067,-0.014,0.039,-1,4.12
HR2657,23Gam CMa,BSC,0,105.9396,-15.6333,-0.002,-0.008,,32,4.12
HR3903,39Ups1Hya,BSC,0,147.8696,-14.8467,0.017,-0.026,0.021,-15,4.12
HR4608,9Omi Vir,BSC,0,181.3021,8.7331,-0.22,0.046,0.039,-30,4.12
HR2124,61Mu  Ori,BSC,0,90.5958,9.6475,0.015,-0.028,0.028,45,4.12
HR799,13The Per,BSC,0,41.05,49.2283,0.336,-0.089,0.077,25,4.12
HR6905,Zet Tel,BSC,0,277.2079,-49.0708,0.144,-0.242,0.027,-31,4.13
HR7581,Iot Sgr,BSC,0,298.8154,-41.8683,0.017,0.056,0.035,36,4.13
HR8969,17Iot Psc,BSC,0,354.9875,5.6264,0.378,-0.438,0.075,5,4.13
HR8315,10Kap Peg,BSC,0,326.1613,25.645,0.034,0.01,0.035,-8,4.13
HR8498,1    Lac,BSC,0,333.9925,37.7489,0.013,0.004,0.003,-8,4.13
HR3426,,BSC,0,129.4113,-42.9892,-0.006,0.008,0.018,19,4.14
HR7936,16Psi Cap,BSC,0,311.5237,-25.2708,-0.05,-0.157,0.098,26,4.14
HR1784,29    Ori,BSC,0,80.9867,-7.8081,-0.015,-0.043,0.011,-18,4.14
HR5778,4The CrB,BSC,0,233.2325,31.3592,-0.019,-0.011,0.027,-25,4.14
HR8976,19Kap And,BSC,0,355.1021,44.3339,0.083,-0.019,0.018,-9,4.14
HR1303,51Mu  Per,BSC,0,63.7246,48.4094,0.005,-0.018,0.017,8,4.14
HR8630,Bet Oct,BSC,0,341.5138,-81.3817,-0.067,-0.001,,24,4.15
HR4616,Eta Cru,BSC,0,181.7204,-64.6136,0.033,-0.037,0.053,9,4.15
HR5908,46The Lib,BSC,0,238.4563,-16.7294,0.099,0.133,0.036,3,4.15
HR2714,22Del Mon,BSC,0,107.9662,-0.4928,-0.001,0.005,0.016,15,4.15
HR2343,18Nu  Gem,BSC,0,97.2408,20.2122,-0.007,-0.014,0.009,39,4.15
HR5947,13Eps CrB,BSC,0,239.3971,26.8778,-0.076,-0.061,0.024,-31,4.15
HR6166,,BSC,0,249.0938,-35.2556,0.022,0,0.022,-2,4.16
HR8499,43The Aqr,BSC,0,334.2083,-7.7833,0.121,-0.022,0.021,-15,4.16
HR3410,4Del Hya,BSC,0,129.4142,5.7036,-0.066,-0.007,0.033,11,4.16
HR2134,1    Gem,BSC,0,91.03,23.2633,-0.008,-0.1,0.031,20,4.16
HR130,15Kap Cas,BSC,0,8.25,62.9317,0.003,-0.003,,-2,4.16
HR1195,,BSC,0,57.3638,-36.2003,-0.046,-0.051,0.025,2,4.17
HR8628,18Eps PsA,BSC,0,340.1642,-27.0436,0.03,-0.001,,3,4.17
HR6486,44    Oph,BSC,0,261.5925,-24.1753,0,-0.116,0.045,-37,4.17
HR1156,23    Tau,BSC,0,56.5817,23.9483,0.021,-0.045,,6,4.18
HR2852,62Rho Gem,BSC,0,112.2779,31.7844,0.155,0.175,0.062,-4,4.18
HR5351,19Lam Boo,BSC,0,214.0958,46.0883,-0.187,0.161,0.045,-8,4.18
HR5192,2    Cen,BSC,0,207.3613,-34.4508,-0.042,-0.057,0.031,41,4.19
HR5315,98Kap Vir,BSC,0,213.2242,-10.2736,0.008,0.14,0.022,-4,4.19
HR8665,46Xi  Peg,BSC,0,341.6733,12.1728,0.235,-0.498,0.052,-5,4.19
HR7061,110    Her,BSC,0,281.4154,20.5464,-0.008,-0.335,0.052,24,4.19
HR8494,23Eps Cep,BSC,0,333.7583,57.0436,0.447,0.048,0.041,-1,4.19
HR3102,11    Pup,BSC,0,119.2146,-22.88,-0.026,0.009,0.023,14,4.2
HR1839,32    Ori,BSC,0,82.6963,5.9481,0.012,-0.034,0.005,19,4.2
HR6168,35Sig Her,BSC,0,248.5258,42.4369,-0.011,0.046,0.01,-11,4.2
HR8720,23Del PsA,BSC,0,343.9871,-32.5397,0.018,0.031,0.021,-12,4.21
HR8841,91Psi1Aqr,BSC,0,348.9729,-9.0878,0.372,-0.016,0.049,-26,4.21
HR1949,50Zet Ori,BSC,0,85.19,-1.9428,0.004,-0.002,0.024,13,4.21
HR4100,31Bet LMi,BSC,0,156.9708,36.7072,-0.118,-0.101,0.022,6,4.21
HR1035,,BSC,0,52.2671,59.9403,-0.003,-0.004,,-7,4.21
HR8181,Gam Pav,BSC,0,321.6108,-65.3661,0.079,0.799,0.111,-30,4.22
HR7074,Lam Pav,BSC,0,283.0542,-62.1875,-0.006,-0.014,,9,4.22
HR8834,90Phi Aqr,BSC,0,348.5808,-6.0489,0.042,-0.196,0.01,0,4.22
HR7063,Bet Sct,BSC,0,281.7938,-4.7478,-0.004,-0.016,0.019,-22,4.22
HR1387,65Kap1Tau,BSC,0,66.3421,22.2939,0.096,-0.048,0.025,40,4.22
HR7942,52    Cyg,BSC,0,311.4154,30.7197,-0.01,0.028,0.015,-1,4.22
HR7850,2The Cep,BSC,0,307.3954,62.9942,0.044,-0.013,0.038,-7,4.22
HR6920,43Phi Dra,BSC,0,275.1896,71.3378,-0.004,0.04,0.012,-16,4.22
HR77,Zet Tuc,BSC,0,5.0179,-64.8747,1.705,1.164,0.134,9,4.23
HR5987,The Lup,BSC,0,241.6479,-36.8022,-0.017,-0.029,,15,4.23
HR6143,,BSC,0,247.8454,-34.7044,-0.009,-0.017,,1,4.23
HR5168,1    Cen,BSC,0,206.4217,-33.0439,-0.462,-0.146,0.051,-22,4.23
HR1173,27Tau6Eri,BSC,0,56.7121,-23.2497,-0.158,-0.529,0.059,7,4.23
HR7564,Chi Cyg,BSC,0,297.6412,32.9142,-0.027,-0.04,0.012,-2,4.23
HR840,16    Per,BSC,0,42.6463,38.3186,0.197,-0.105,0.024,14,4.23
HR8143,67Sig Cyg,BSC,0,319.3542,39.3947,0.001,-0.003,0.011,-4,4.23
HR1087,37Psi Per,BSC,0,54.1225,48.1928,0.024,-0.026,,-1,4.23
HR8335,81Pi 2Cyg,BSC,0,326.6983,49.3094,0.004,-0.002,-0.001,-12,4.23
HR6322,22Eps UMi,BSC,0,251.4921,82.0372,0.017,0.006,0.01,-11,4.23
HR6163,Bet Aps,BSC,0,250.7692,-77.5175,-0.287,-0.35,0.034,-30,4.24
HR3090,,BSC,0,118.3258,-48.1031,0.004,0.001,,41,4.24
HR7747,5Alp1Cap,BSC,0,304.4121,-12.5083,0.023,0.001,0.006,-26,4.24
HR1338,Gam Dor,BSC,0,64.0067,-51.4867,0.106,0.182,0.061,25,4.25
HR721,Kap Eri,BSC,0,36.7463,-47.7039,0.023,-0.01,,28,4.25
HR4104,Alp Ant,BSC,0,156.7879,-31.0678,-0.075,0.011,0.024,12,4.25
HR811,89Pi  Cet,BSC,0,41.0308,-13.8586,-0.008,-0.015,,15,4.25
HR1458,88    Tau,BSC,0,68.9137,10.1608,0.055,-0.046,0.036,29,4.25
HR3572,65Alp Cnc,BSC,0,134.6217,11.8578,0.034,-0.031,0.024,-14,4.25
HR1454,58    Per,BSC,0,69.1725,41.2647,-0.005,-0.016,0.016,5,4.25
HR3275,31    Lyn,BSC,0,125.7087,43.1881,-0.021,-0.096,0.023,24,4.25
HR335,42Phi And,BSC,0,17.3758,47.2419,0.01,-0.009,0.003,0,4.25
HR5430,5    UMi,BSC,0,216.8813,75.6961,0.009,0.023,0.019,10,4.25
HR285,,BSC,0,17.1863,86.2569,0.076,-0.012,,9,4.25
HR4674,Bet Cha,BSC,0,184.5862,-79.3122,-0.048,0.017,,23,4.26
HR6581,56Omi Ser,BSC,0,265.3538,-12.8753,-0.069,-0.052,0.006,-30,4.26
HR5264,93Tau Vir,BSC,0,210.4117,1.5444,0.018,-0.021,0.024,-2,4.26
HR510,110Omi Psc,BSC,0,26.3483,9.1578,0.073,0.048,0.023,14,4.26
HR4983,43Bet Com,BSC,0,197.9683,27.8781,-0.801,0.882,0.12,6,4.26
HR4785,8Bet CVn,BSC,0,188.4354,41.3575,-0.705,0.292,0.117,7,4.26
HR6023,11Phi Her,BSC,0,242.1925,44.935,-0.025,0.038,0.02,-16,4.26
HR2091,35Pi  Aur,BSC,0,89.9837,45.9369,0,-0.005,0.003,1,4.26
HR4942,Xi 2Cen,BSC,0,196.7275,-49.9061,-0.026,-0.012,,14,4.27
HR5683,Mu  Lup,BSC,0,229.6333,-47.875,-0.026,-0.038,0.013,15,4.27
HR3206,Gam1Vel,BSC,0,122.3721,-47.3458,-0.004,-0.005,,20,4.27
HR1008,,BSC,0,49.9821,-43.0697,3.043,0.725,0.156,87,4.27
HR4889,,BSC,0,193.3592,-40.1789,0.063,-0.022,0.056,-3,4.27
HR1088,19Tau5Eri,BSC,0,53.4471,-21.6328,0.048,-0.027,,14,4.27
HR8418,33Iot Aqr,BSC,0,331.6092,-13.8697,0.042,-0.056,,-10,4.27
HR1679,69Lam Eri,BSC,0,77.2867,-8.7542,0.002,-0.004,-0.003,3,4.27
HR813,87Mu  Cet,BSC,0,41.2354,10.1142,0.284,-0.036,0.046,30,4.27
HR1473,90    Tau,BSC,0,69.5396,12.5108,0.103,-0.013,0.024,45,4.27
HR7948,12Gam2Del,BSC,0,311.6646,16.1242,-0.032,-0.197,0.026,-7,4.27
HR4180,,BSC,0,159.8267,-55.6033,-0.019,0.005,0.023,20,4.28
HR8787,The Gru,BSC,0,346.72,-43.5206,-0.039,-0.023,0.017,10,4.28
HR4552,Bet Hya,BSC,0,178.2275,-33.9081,-0.05,0.005,0.01,-1,4.28
HR8167,32Iot Cap,BSC,0,320.5617,-16.8344,0.033,0.004,0.033,12,4.28
HR6147,8Phi Oph,BSC,0,247.7846,-16.6128,-0.051,-0.035,0.014,-34,4.28
HR1101,10    Tau,BSC,0,54.2183,0.4017,-0.233,-0.483,0.054,28,4.28
HR8916,10The Psc,BSC,0,351.9921,6.3789,-0.121,-0.045,0.016,6,4.28
HR294,71Eps Psc,BSC,0,15.7358,7.89,-0.078,0.023,0.027,7,4.28
HR718,73Xi 2Cet,BSC,0,37.0396,8.46,0.04,-0.009,0.03,11,4.28
HR1392,69Ups Tau,BSC,0,66.5771,22.8136,0.107,-0.046,0.036,35,4.28
HR1497,94Tau Tau,BSC,0,70.5612,22.9569,-0.002,-0.016,0.017,15,4.28
HR2973,75Sig Gem,BSC,0,115.8279,28.8836,0.065,-0.232,0.018,46,4.28
HR7343,Bet2Sgr,BSC,0,290.805,-44.7997,0.097,-0.054,0.03,19,4.29
HR6546,,BSC,0,264.1367,-38.6353,-0.012,-0.201,0.018,-49,4.29
HR8576,17Bet PsA,BSC,0,337.8763,-32.3461,0.065,-0.018,0.021,6,4.29
HR6492,45    Oph,BSC,0,261.8387,-29.8669,0.02,-0.139,0.021,37,4.29
HR1756,6Lam Lep,BSC,0,79.8938,-13.1767,-0.001,-0.003,0,20,4.29
HR1320,49Mu  Tau,BSC,0,63.8838,8.8922,0.021,-0.024,,17,4.29
HR1389,68Del3Tau,BSC,0,66.3725,17.9281,0.108,-0.028,0.019,35,4.29
HR8454,29Pi 2Peg,BSC,0,332.4967,33.1783,-0.014,-0.021,0.007,2,4.29
HR8965,17Iot And,BSC,0,354.5342,43.2681,0.029,-0.001,0.011,-1,4.29
HR1261,47Lam Per,BSC,0,61.6458,50.3514,-0.015,-0.036,,6,4.29
HR8334,10Nu  Cep,BSC,0,326.3621,61.1208,-0.003,-0.003,0.013,-21,4.29
HR8417,17Xi  Cep,BSC,0,330.9475,64.6278,0.209,0.085,0.032,-6,4.29
HR1542,9Alp Cam,BSC,0,73.5125,66.3428,0,0.006,-0.002,6,4.29
HR3751,,BSC,0,144.2717,81.3264,-0.019,-0.014,0.017,-5,4.29
HR4471,91Ups Leo,BSC,0,174.2371,-0.8239,0.004,0.043,0.019,1,4.3
HR3454,7Eta Hya,BSC,0,130.8062,3.3986,-0.019,-0.001,,17,4.3
HR1145,19    Tau,BSC,0,56.3021,24.4672,0.018,-0.045,,6,4.3
HR7139,12Del2Lyr,BSC,0,283.6258,36.8989,-0.009,0.01,-0.001,-26,4.3
HR7740,33    Cyg,BSC,0,303.3496,56.5678,0.063,0.083,0.021,-18,4.3
HR280,Alp Scl,BSC,0,14.6517,-29.3575,0.022,0.004,,10,4.31
HR4775,8Eta Crv,BSC,0,188.0175,-16.1961,-0.426,-0.061,0.052,-4,4.31
HR3773,4Lam Leo,BSC,0,142.93,22.9681,-0.021,-0.033,0.02,27,4.31
HR5733,51Mu 1Boo,BSC,0,231.1225,37.3772,-0.146,0.087,0.039,-13,4.31
HR5339,Del Oct,BSC,0,216.7287,-83.6678,-0.105,-0.007,,5,4.32
HR4537,,BSC,0,177.4212,-63.7883,-0.021,0.006,,29,4.32
HR5528,Omi Lup,BSC,0,222.91,-43.5756,-0.02,-0.027,,7,4.32
HR5997,10Ome2Sco,BSC,0,241.8513,-20.8686,0.041,-0.038,0.021,-5,4.32
HR1496,54    Eri,BSC,0,70.1104,-19.6717,0.021,-0.096,0.008,-33,4.32
HR3484,12    Hya,BSC,0,131.5938,-13.5478,0.016,-0.011,0.013,-8,4.32
HR7884,71    Aql,BSC,0,309.5846,-1.1053,0.015,-0.022,0.01,-6,4.32
HR2854,4Gam CMi,BSC,0,112.0408,8.9256,-0.062,0.017,0.019,47,4.32
HR5903,16Zet UMi,BSC,0,236.0146,77.7944,0.02,-0.001,0.016,-13,4.32
HR4599,The1Cru,BSC,0,180.7563,-63.3128,-0.15,0.008,0.021,-2,4.33
HR3457,,BSC,0,130.1542,-59.7611,-0.001,0,,13,4.33
HR5358,,BSC,0,215.0813,-56.3867,-0.014,-0.009,,4,4.33
HR4888,,BSC,0,193.2787,-48.9433,-0.076,-0.03,0.02,-2,4.33
HR5797,Ome Lup,BSC,0,234.5133,-42.5675,-0.153,0.057,0.017,-7,4.33
HR2387,4Xi 1CMa,BSC,0,97.9638,-23.4183,-0.006,0.012,,27,4.33
HR6446,53Nu  Ser,BSC,0,260.2071,-12.8469,0.042,0.004,0.028,5,4.33
HR596,113Alp Psc,BSC,0,30.5117,2.7636,0.033,-0.005,0.005,9,4.33
HR6872,1Kap Lyr,BSC,0,274.9654,36.0644,-0.015,0.043,0.011,-22,4.33
HR343,33The Cas,BSC,0,17.7758,55.1497,0.229,-0.022,0.014,9,4.33
HR3696,,BSC,0,139.0508,-57.5414,-0.014,-0.007,0.025,-5,4.34
HR5260,Ups2Cen,BSC,0,210.4308,-45.6036,0.002,-0.019,0.013,-1,4.34
HR8305,9Iot PsA,BSC,0,326.2367,-33.0258,0.034,-0.094,0.041,2,4.34
HR5686,2    Lup,BSC,0,229.4579,-30.1489,-0.008,-0.01,0.018,-4,4.34
HR3188,29Zet Mon,BSC,0,122.1483,-2.9839,-0.017,-0.005,0.003,30,4.34
HR6498,49Sig Oph,BSC,0,261.6288,4.1403,0.004,0.007,0.008,-27,4.34
HR8313,9    Peg,BSC,0,326.1279,17.35,0.012,-0.013,0.008,-22,4.34
HR3340,The Cha,BSC,0,125.1604,-77.4844,-0.134,0.042,0.036,22,4.35
HR3223,Eps Vol,BSC,0,121.9825,-68.6172,-0.026,0.025,,10,4.35
HR2015,Del Dor,BSC,0,86.1933,-65.7356,-0.031,0.008,0.027,-3,4.35
HR6745,Pi  Pav,BSC,0,272.145,-63.6683,0.013,-0.188,0.036,-16,4.35
HR3836,,BSC,0,144.2067,-49.3553,-0.125,0.025,0.019,21,4.35
HR5396,Tau2Lup,BSC,0,216.545,-45.3794,0.016,-0.008,0.002,-1,4.35
HR898,The2Eri,BSC,0,44.5679,-40.3044,-0.064,0.018,0.035,19,4.35
HR951,57Del Ari,BSC,0,47.9075,19.7267,0.152,-0.011,0.027,25,4.35
HR2219,44Kap Aur,BSC,0,93.8446,29.4981,-0.073,-0.262,0.018,20,4.35
